SourceID,RAdeg,DEdeg,HJD,mag,e_mag,flag,band
7,0.0016367,60.8635681,58377.35129,20.133,0.100,0,g
7,0.0016367,60.8635681,58434.26347,19.811,0.081,0,g
7,0.0016367,60.8635681,58387.25873,19.947,0.089,0,g
7,0.0016367,60.8635681,58361.41190,20.551,0.127,0,g
7,0.0016367,60.8635681,58325.42764,19.804,0.081,0,g
7,0.0016367,60.8635681,58370.36402,20.493,0.124,0,g
7,0.0016367,60.8635681,58291.45186,20.024,0.093,0,g
7,0.0016367,60.8635681,58322.44590,19.850,0.084,0,g
7,0.0016367,60.8635681,58329.47802,19.893,0.086,0,g
7,0.0016367,60.8635681,58367.31317,20.175,0.103,0,g
7,0.0016367,60.8635681,58368.37304,20.106,0.098,0,g
7,0.0016367,60.8635681,58349.40122,20.100,0.098,0,g
7,0.0016367,60.8635681,58318.42393,19.869,0.085,0,g
7,0.0016367,60.8635681,58364.26435,19.943,0.089,0,g
7,0.0016367,60.8635681,58302.44901,20.314,0.112,0,g
7,0.0016367,60.8635681,58320.47642,19.944,0.089,0,g
7,0.0016367,60.8635681,58648.44843,19.906,0.087,0,g
7,0.0016367,60.8635681,58663.46365,19.993,0.092,0,g
7,0.0016367,60.8635681,58307.45041,20.089,0.097,0,g
7,0.0016367,60.8635681,58312.46716,20.105,0.098,0,g
7,0.0016367,60.8635681,58293.45078,20.176,0.103,0,g
7,0.0016367,60.8635681,58303.44436,19.923,0.088,0,g
7,0.0016367,60.8635681,58365.30382,21.079,0.158,0,g
7,0.0016367,60.8635681,58280.42300,19.934,0.088,0,g
7,0.0016367,60.8635681,58277.44536,19.834,0.083,0,g
7,0.0016367,60.8635681,58290.44899,19.974,0.090,0,g
7,0.0016367,60.8635681,58275.47161,19.797,0.081,0,g
7,0.0016367,60.8635681,58271.46932,19.956,0.089,0,g
7,0.0016367,60.8635681,58301.47020,19.865,0.084,0,g
7,0.0016367,60.8635681,58283.44996,20.001,0.092,0,g
7,0.0016367,60.8635681,58336.32649,19.846,0.083,0,g
7,0.0016367,60.8635681,58653.38430,19.890,0.086,0,g
7,0.0016367,60.8635681,58321.43513,20.041,0.094,0,g
7,0.0016367,60.8635681,58294.38221,19.826,0.082,0,g
7,0.0016367,60.8635681,58304.44334,20.012,0.093,0,g
7,0.0016367,60.8635681,58297.46796,19.669,0.074,0,g
7,0.0016367,60.8635681,58292.45272,19.862,0.084,0,g
7,0.0016367,60.8635681,58315.42527,19.777,0.080,0,g
7,0.0016367,60.8635681,58505.15584,19.685,0.075,0,g
7,0.0016367,60.8635681,58285.44752,19.861,0.084,0,g
7,0.0016367,60.8635681,58347.34384,19.890,0.086,0,g
7,0.0016367,60.8635681,58326.46385,19.849,0.083,0,g
7,0.0016367,60.8635681,58351.43716,19.856,0.084,0,g
7,0.0016367,60.8635681,58375.30598,19.955,0.089,0,g
7,0.0016367,60.8635681,58342.43213,19.895,0.086,0,g
7,0.0016367,60.8635681,58338.40010,19.885,0.085,0,g
7,0.0016367,60.8635681,58346.36565,19.995,0.092,0,g
7,0.0016367,60.8635681,58334.32081,19.997,0.092,0,g
7,0.0016367,60.8635681,58373.38809,20.005,0.092,0,g
7,0.0016367,60.8635681,58345.40860,19.946,0.089,0,g
7,0.0016367,60.8635681,58374.41048,19.980,0.091,0,g
7,0.0016367,60.8635681,58324.45081,20.089,0.097,0,g
7,0.0016367,60.8635681,58337.38901,20.324,0.112,0,g
7,0.0016367,60.8635681,58327.47122,19.840,0.083,0,g
7,0.0016367,60.8635681,58360.41323,19.591,0.071,0,g
7,0.0016367,60.8635681,58371.36753,19.807,0.081,0,g
7,0.0016367,60.8635681,58316.42976,20.023,0.093,0,g
7,0.0016367,60.8635681,58314.46620,20.254,0.108,0,g
7,0.0016367,60.8635681,58652.46454,20.034,0.094,0,g
7,0.0016367,60.8635681,58332.46257,19.932,0.088,0,g
7,0.0016367,60.8635681,58369.32062,19.743,0.078,0,g
7,0.0016367,60.8635681,58313.47830,19.811,0.081,0,g
7,0.0016367,60.8635681,58363.31152,19.945,0.089,0,g
7,0.0016367,60.8635681,58343.40958,19.959,0.090,0,g
7,0.0016367,60.8635681,58352.39115,19.936,0.088,0,g
7,0.0016367,60.8635681,58344.40432,19.956,0.089,0,g
7,0.0016367,60.8635681,58366.41317,20.695,0.136,0,g
7,0.0016367,60.8635681,58319.40853,20.038,0.094,0,g
7,0.0016367,60.8635681,58348.36436,19.834,0.083,0,g
7,0.0016367,60.8635681,58323.45386,19.929,0.088,0,g
7,0.0016367,60.8635681,58350.43116,20.031,0.094,0,g
7,0.0015569,60.8635856,58307.44944,20.039,0.104,0,g
7,0.0015569,60.8635856,58289.42148,19.842,0.092,0,g
7,0.0015569,60.8635856,58312.46525,20.102,0.108,0,g
7,0.0015569,60.8635856,58292.45366,19.807,0.090,0,g
7,0.0015569,60.8635856,58310.36443,19.813,0.090,0,g
7,0.0015569,60.8635856,58291.45280,20.011,0.102,0,g
7,0.0015569,60.8635856,58316.40762,20.099,0.107,0,g
7,0.0015569,60.8635856,58315.42623,19.920,0.096,0,g
7,0.0015569,60.8635856,58349.38746,20.106,0.108,0,g
7,0.0015569,60.8635856,58304.44430,19.981,0.100,0,g
7,0.0015569,60.8635856,58301.46971,20.127,0.109,0,g
7,0.0015569,60.8635856,58303.44293,19.818,0.091,0,g
7,0.0015569,60.8635856,58290.45156,19.838,0.092,0,g
7,0.0015569,60.8635856,58302.44994,20.152,0.111,0,g
7,0.0015569,60.8635856,58376.30654,19.848,0.092,0,g
7,0.0015569,60.8635856,58378.32864,19.924,0.097,0,g
7,0.0015569,60.8635856,58313.44831,19.696,0.084,0,g
7,0.0015569,60.8635856,58380.37178,20.392,0.127,0,g
7,0.0015569,60.8635856,58362.26305,20.142,0.110,0,g
7,0.0015569,60.8635856,58294.45640,19.901,0.095,0,g
7,0.0015569,60.8635856,58334.32032,19.852,0.093,0,g
7,0.0015569,60.8635856,58320.45764,19.901,0.095,0,g
7,0.0015569,60.8635856,58288.43002,20.215,0.115,0,g
7,0.0015569,60.8635856,58367.31462,20.037,0.103,0,g
7,0.0015569,60.8635856,58277.44632,19.979,0.100,0,g
7,0.0015569,60.8635856,58263.46299,20.127,0.109,0,g
7,0.0015569,60.8635856,58247.48403,19.850,0.092,0,g
7,0.0015569,60.8635856,58273.46538,20.049,0.104,0,g
7,0.0015569,60.8635856,58246.48257,20.145,0.110,0,g
7,0.0015569,60.8635856,58272.43009,20.180,0.113,0,g
7,0.0015569,60.8635856,58305.45474,20.349,0.124,0,g
7,0.0015569,60.8635856,58252.46342,19.718,0.085,0,g
7,0.0015569,60.8635856,58607.47590,20.083,0.106,0,g
7,0.0015569,60.8635856,58373.37459,20.047,0.104,0,g
7,0.0015569,60.8635856,58332.44956,19.949,0.098,0,g
7,0.0015569,60.8635856,58333.44485,20.851,0.155,0,g
7,0.0015569,60.8635856,58321.43275,20.263,0.118,0,g
7,0.0015569,60.8635856,58314.46526,20.322,0.122,0,g
7,0.0015569,60.8635856,58299.46856,19.665,0.083,0,g
7,0.0015569,60.8635856,58293.45172,20.106,0.108,0,g
7,0.0015569,60.8635856,58663.46461,19.761,0.088,0,g
7,0.0015569,60.8635856,58322.44639,19.825,0.091,0,g
7,0.0015569,60.8635856,58348.36386,19.784,0.089,0,g
7,0.0015569,60.8635856,58434.15795,19.850,0.092,0,g
7,0.0015569,60.8635856,58337.39041,20.041,0.104,0,g
7,0.0015569,60.8635856,58330.47310,19.714,0.085,0,g
7,0.0015569,60.8635856,58325.42671,19.705,0.085,0,g
7,0.0015569,60.8635856,58347.34578,19.963,0.099,0,g
7,0.0015569,60.8635856,58326.46483,20.094,0.107,0,g
7,0.0015569,60.8635856,58397.35453,19.831,0.091,0,g
7,0.0015569,60.8635856,58346.34401,20.140,0.110,0,g
7,0.0015569,60.8635856,58319.40615,20.062,0.105,0,g
7,0.0015569,60.8635856,58336.32599,19.873,0.094,0,g
7,0.0015569,60.8635856,58342.41208,20.388,0.127,0,g
7,0.0015569,60.8635856,58351.43766,19.889,0.095,0,g
7,0.0015569,60.8635856,58338.39960,19.887,0.095,0,g
7,0.0015569,60.8635856,58370.36202,20.913,0.159,0,g
7,0.0015569,60.8635856,58372.28536,20.115,0.108,0,g
7,0.0015569,60.8635856,58371.34748,19.843,0.092,0,g
7,0.0015569,60.8635856,58365.30288,20.884,0.157,0,g
7,0.0015569,60.8635856,58364.26339,19.814,0.090,0,g
7,0.0015569,60.8635856,58278.43350,19.712,0.085,0,g
7,0.0015569,60.8635856,58344.40382,19.916,0.096,0,g
7,0.0015569,60.8635856,58430.26302,19.883,0.094,0,g
7,0.0015569,60.8635856,58431.22886,19.814,0.090,0,g
7,0.0015569,60.8635856,58428.18615,20.065,0.105,0,g
7,0.0015569,60.8635856,58385.36657,19.889,0.095,0,g
7,0.0015569,60.8635856,58425.18271,19.957,0.099,0,g
7,0.0015569,60.8635856,58384.46807,20.069,0.105,0,g
7,0.0015569,60.8635856,58383.43038,20.202,0.114,0,g
7,0.0015569,60.8635856,58400.28032,20.097,0.107,0,g
7,0.0015569,60.8635856,58441.25199,19.907,0.096,0,g
7,0.0015569,60.8635856,58469.15939,19.711,0.085,0,g
7,0.0015569,60.8635856,58374.28530,20.513,0.135,0,g
7,0.0015569,60.8635856,58457.11936,19.833,0.091,0,g
7,0.0015569,60.8635856,58429.22902,19.797,0.090,0,g
7,0.0015569,60.8635856,58382.40673,19.970,0.099,0,g
7,0.0015569,60.8635856,58375.30506,19.885,0.094,0,g
7,0.0015569,60.8635856,58437.24240,19.942,0.098,0,g
7,0.0015569,60.8635856,58482.14033,20.313,0.121,0,g
7,0.0015569,60.8635856,58387.25780,19.901,0.095,0,g
7,0.0015569,60.8635856,58388.36521,19.601,0.079,0,g
7,0.0015569,60.8635856,58424.19035,19.943,0.098,0,g
7,0.0015569,60.8635856,58471.10665,19.890,0.095,0,g
7,0.0015569,60.8635856,58274.41800,19.705,0.085,0,g
7,0.0015569,60.8635856,58282.42582,19.794,0.089,0,g
7,0.0015569,60.8635856,58509.17834,19.683,0.083,0,g
7,0.0015569,60.8635856,58648.44748,19.931,0.097,0,g
7,0.0015569,60.8635856,58363.31058,20.148,0.111,0,g
7,0.0015569,60.8635856,58366.41084,20.744,0.149,0,g
7,0.0015569,60.8635856,58377.34989,20.074,0.106,0,g
7,0.0015569,60.8635856,58352.39065,20.025,0.103,0,g
7,0.0015569,60.8635856,58379.34685,19.974,0.100,0,g
7,0.0015569,60.8635856,58323.45436,20.009,0.102,0,g
7,0.0015569,60.8635856,58350.43305,20.030,0.103,0,g
7,0.0015569,60.8635856,58343.41288,20.011,0.102,0,g
7,0.0015569,60.8635856,58368.37208,19.976,0.100,0,g
7,0.0015569,60.8635856,58369.31966,19.818,0.091,0,g
7,0.0015569,60.8635856,58644.45128,19.954,0.098,0,g
7,0.0015569,60.8635856,58638.44775,20.302,0.121,0,g
7,0.0015569,60.8635856,58640.45395,20.117,0.108,0,g
7,0.0015569,60.8635856,58511.13784,19.792,0.089,0,g
7,0.0015569,60.8635856,58646.45245,19.763,0.088,0,g
7,0.0015569,60.8635856,58639.44384,19.894,0.095,0,g
7,0.0015569,60.8635856,58279.45346,20.014,0.102,0,g
7,0.0015569,60.8635856,58483.11444,19.929,0.097,0,g
7,0.0015569,60.8635856,58642.42154,20.038,0.104,0,g
7,0.0015569,60.8635856,58491.15518,20.328,0.122,0,g
7,0.0015569,60.8635856,58487.16164,19.987,0.100,0,g
7,0.0015569,60.8635856,58643.45157,19.993,0.101,0,g
7,0.0015569,60.8635856,58652.46502,19.949,0.098,0,g
7,0.0015569,60.8635856,58486.15825,20.010,0.102,0,g
7,0.0015569,60.8635856,58493.17774,19.895,0.095,0,g
7,0.0015569,60.8635856,58647.35516,19.759,0.087,0,g
7,0.0015569,60.8635856,58523.12469,19.873,0.094,0,g
7,0.0015569,60.8635856,58645.45230,21.008,0.165,0,g
7,0.0015569,60.8635856,58657.47235,19.890,0.095,0,g
7,0.0015569,60.8635856,58653.38665,19.860,0.093,0,g
7,0.0015569,60.8635856,58268.46545,20.089,0.107,0,g
7,0.0015569,60.8635856,58270.46760,20.054,0.105,0,g
7,0.0015569,60.8635856,58283.42469,19.899,0.095,0,g
7,0.0015569,60.8635856,58285.44895,19.935,0.097,0,g
7,0.0015569,60.8635856,58286.45441,21.040,0.166,0,g
7,0.0015569,60.8635856,58255.42819,19.885,0.094,0,g
7,0.0015569,60.8635856,58287.43056,19.973,0.100,0,g
7,0.0015569,60.8635856,58280.42439,19.866,0.093,0,g
7,0.0015569,60.8635856,58360.41135,19.802,0.090,0,g
7,0.0015569,60.8635856,58262.47426,20.000,0.101,0,g
7,0.0015569,60.8635856,58494.14290,20.043,0.104,0,g
7,0.0015569,60.8635856,58641.45063,19.905,0.096,0,g
7,0.0015569,60.8635856,58275.47254,20.027,0.103,0,g
7,0.0015569,60.8635856,58426.21729,20.092,0.107,0,g
7,0.0016207,60.8635717,58351.38480,19.052,0.068,0,r
7,0.0016207,60.8635717,58342.34739,19.190,0.075,0,r
7,0.0016207,60.8635717,58357.41139,18.916,0.062,0,r
7,0.0016207,60.8635717,58355.33758,18.997,0.066,0,r
7,0.0016207,60.8635717,58357.22015,19.022,0.067,0,r
7,0.0016207,60.8635717,58349.34416,19.049,0.068,0,r
7,0.0016207,60.8635717,58285.40339,19.108,0.071,0,r
7,0.0016207,60.8635717,58296.36263,18.923,0.063,0,r
7,0.0016207,60.8635717,58371.43124,19.386,0.086,0,r
7,0.0016207,60.8635717,58358.41325,18.914,0.062,0,r
7,0.0016207,60.8635717,58367.36184,18.902,0.062,0,r
7,0.0016207,60.8635717,58366.36075,18.902,0.062,0,r
7,0.0016207,60.8635717,58378.40983,19.036,0.068,0,r
7,0.0016207,60.8635717,58360.31716,19.144,0.073,0,r
7,0.0016207,60.8635717,58374.36122,18.870,0.060,0,r
7,0.0016207,60.8635717,58292.47145,18.876,0.061,0,r
7,0.0016207,60.8635717,58294.47222,18.836,0.059,0,r
7,0.0016207,60.8635717,58291.46821,19.276,0.079,0,r
7,0.0016207,60.8635717,58283.38438,19.154,0.073,0,r
7,0.0016207,60.8635717,58254.48451,18.787,0.057,0,r
7,0.0016207,60.8635717,58290.47690,18.886,0.061,0,r
7,0.0016207,60.8635717,58284.47051,19.000,0.066,0,r
7,0.0016207,60.8635717,58288.45641,19.054,0.068,0,r
7,0.0016207,60.8635717,58286.47229,19.950,0.123,0,r
7,0.0016207,60.8635717,58282.47148,18.806,0.058,0,r
7,0.0016207,60.8635717,58271.44472,18.883,0.061,0,r
7,0.0016207,60.8635717,58274.47182,19.237,0.077,0,r
7,0.0016207,60.8635717,58268.44845,18.870,0.060,0,r
7,0.0016207,60.8635717,58279.42649,19.007,0.066,0,r
7,0.0016207,60.8635717,58280.46973,18.884,0.061,0,r
7,0.0016207,60.8635717,58289.45303,18.943,0.063,0,r
7,0.0016207,60.8635717,58276.46473,18.991,0.066,0,r
7,0.0016207,60.8635717,58270.42227,18.847,0.060,0,r
7,0.0016207,60.8635717,58471.16087,19.130,0.072,0,r
7,0.0016207,60.8635717,58257.46587,18.887,0.061,0,r
7,0.0016207,60.8635717,58278.47036,18.900,0.062,0,r
7,0.0016207,60.8635717,58275.42845,18.883,0.061,0,r
7,0.0016207,60.8635717,58256.48042,18.944,0.064,0,r
7,0.0016207,60.8635717,58273.42651,18.875,0.061,0,r
7,0.0016207,60.8635717,58269.42569,19.309,0.081,0,r
7,0.0016207,60.8635717,58277.42782,18.966,0.065,0,r
7,0.0016207,60.8635717,58287.47172,18.863,0.060,0,r
7,0.0016207,60.8635717,58281.46583,19.295,0.081,0,r
7,0.0016207,60.8635717,58272.46170,19.302,0.081,0,r
7,0.0016207,60.8635717,58481.30822,19.175,0.074,0,r
7,0.0016207,60.8635717,58650.42890,19.025,0.067,0,r
7,0.0016207,60.8635717,58508.21901,19.003,0.066,0,r
7,0.0016207,60.8635717,58651.43424,18.938,0.063,0,r
7,0.0016207,60.8635717,58507.22763,19.066,0.069,0,r
7,0.0016207,60.8635717,58487.11346,18.900,0.062,0,r
7,0.0016207,60.8635717,58653.44739,18.949,0.064,0,r
7,0.0016207,60.8635717,58490.15201,18.894,0.061,0,r
7,0.0016207,60.8635717,58494.11863,18.989,0.065,0,r
7,0.0016207,60.8635717,58523.15726,18.937,0.063,0,r
7,0.0016207,60.8635717,58493.12076,19.079,0.070,0,r
7,0.0016207,60.8635717,58483.10498,18.848,0.060,0,r
7,0.0016207,60.8635717,58540.11766,18.962,0.064,0,r
7,0.0016207,60.8635717,58652.44537,19.252,0.078,0,r
7,0.0016207,60.8635717,58503.12026,19.073,0.069,0,r
7,0.0016207,60.8635717,58323.47845,18.812,0.058,0,r
7,0.0016207,60.8635717,58319.45257,19.798,0.112,0,r
7,0.0016207,60.8635717,58320.38529,18.900,0.062,0,r
7,0.0016207,60.8635717,58511.11941,18.974,0.065,0,r
7,0.0016207,60.8635717,58313.43626,18.852,0.060,0,r
7,0.0016207,60.8635717,58326.41151,19.101,0.071,0,r
7,0.0016207,60.8635717,58325.47435,18.903,0.062,0,r
7,0.0016207,60.8635717,58312.42551,19.008,0.066,0,r
7,0.0016207,60.8635717,58301.44778,18.878,0.061,0,r
7,0.0016207,60.8635717,58315.47553,18.916,0.062,0,r
7,0.0016207,60.8635717,58304.40176,19.140,0.073,0,r
7,0.0016207,60.8635717,58297.43212,18.984,0.065,0,r
7,0.0016207,60.8635717,58324.47081,19.595,0.098,0,r
7,0.0016207,60.8635717,58298.44667,18.964,0.064,0,r
7,0.0016207,60.8635717,58299.42485,18.900,0.062,0,r
7,0.0016207,60.8635717,58300.42634,19.457,0.090,0,r
7,0.0016207,60.8635717,58303.47571,19.078,0.070,0,r
7,0.0016207,60.8635717,58314.44942,19.467,0.090,0,r
7,0.0016207,60.8635717,58316.44900,18.911,0.062,0,r
7,0.0016207,60.8635717,58307.40735,19.117,0.071,0,r
7,0.0016207,60.8635717,58332.40022,18.917,0.062,0,r
7,0.0016207,60.8635717,58329.48519,19.282,0.080,0,r
7,0.0016207,60.8635717,58322.40695,18.863,0.060,0,r
7,0.0016207,60.8635717,58330.39983,19.142,0.073,0,r
7,0.0016207,60.8635717,58327.40369,18.849,0.060,0,r
7,0.0016207,60.8635717,58321.46997,18.998,0.066,0,r
7,0.0016207,60.8635717,58305.42607,19.002,0.066,0,r
7,0.0016207,60.8635717,58343.36789,18.903,0.062,0,r
7,0.0016207,60.8635717,58346.40160,18.902,0.062,0,r
7,0.0016207,60.8635717,58348.40969,18.873,0.061,0,r
7,0.0016207,60.8635717,58338.46925,19.985,0.126,0,r
7,0.0016207,60.8635717,58345.36128,18.915,0.062,0,r
7,0.0016207,60.8635717,58333.34024,18.875,0.061,0,r
7,0.0016207,60.8635717,58335.35646,18.960,0.064,0,r
7,0.0016207,60.8635717,58336.35648,18.860,0.060,0,r
7,0.0016207,60.8635717,58347.42650,19.697,0.105,0,r
7,0.0016207,60.8635717,58344.43488,18.912,0.062,0,r
7,0.0016207,60.8635717,58334.37851,18.940,0.063,0,r
7,0.0016207,60.8635717,58352.32638,18.895,0.062,0,r
7,0.0016207,60.8635717,58356.40329,19.198,0.075,0,r
7,0.0016207,60.8635717,58350.39236,18.881,0.061,0,r
7,0.0016207,60.8635717,58353.43411,18.912,0.062,0,r
7,0.0016207,60.8635717,58354.43007,19.124,0.072,0,r
7,0.0016207,60.8635717,58337.34337,19.741,0.108,0,r
7,0.0016207,60.8635717,58355.46825,18.970,0.065,0,r
7,0.0016207,60.8635717,58356.49142,18.785,0.057,0,r
7,0.0016207,60.8635717,58353.49101,18.972,0.065,0,r
7,0.0016207,60.8635717,58354.34467,18.877,0.061,0,r
7,0.0016207,60.8635717,58657.42668,19.086,0.070,0,r
7,0.0016207,60.8635717,58663.43466,18.923,0.063,0,r
7,0.0016207,60.8635717,58654.44800,19.017,0.067,0,r
7,0.0016207,60.8635717,58441.28490,19.080,0.070,0,r
7,0.0016207,60.8635717,58447.38743,18.870,0.060,0,r
7,0.0016207,60.8635717,58475.30495,18.850,0.060,0,r
7,0.0016207,60.8635717,58389.30547,18.997,0.066,0,r
7,0.0016207,60.8635717,58434.20724,18.911,0.062,0,r
7,0.0016207,60.8635717,58426.26389,19.963,0.124,0,r
7,0.0016207,60.8635717,58431.20473,18.784,0.057,0,r
7,0.0016207,60.8635717,58390.24614,19.010,0.066,0,r
7,0.0016207,60.8635717,58387.42751,19.035,0.068,0,r
7,0.0016207,60.8635717,58435.28269,19.053,0.068,0,r
7,0.0016207,60.8635717,58423.30192,18.836,0.059,0,r
7,0.0016207,60.8635717,58424.24872,19.086,0.070,0,r
7,0.0016207,60.8635717,58430.20123,19.301,0.081,0,r
7,0.0016207,60.8635717,58425.22795,18.854,0.060,0,r
7,0.0016207,60.8635717,58474.15251,18.860,0.060,0,r
7,0.0016207,60.8635717,58428.24367,19.121,0.072,0,r
7,0.0016207,60.8635717,58437.30858,18.841,0.059,0,r
7,0.0016207,60.8635717,58388.25915,19.480,0.091,0,r
7,0.0016207,60.8635717,58432.26480,18.807,0.058,0,r
7,0.0016207,60.8635717,58361.31717,18.881,0.061,0,r
7,0.0016207,60.8635717,58365.34808,19.265,0.079,0,r
7,0.0016207,60.8635717,58385.26650,18.919,0.062,0,r
7,0.0016207,60.8635717,58457.16017,18.867,0.060,0,r
7,0.0016207,60.8635717,58468.27115,18.874,0.061,0,r
7,0.0016207,60.8635717,58382.34743,19.112,0.071,0,r
7,0.0016207,60.8635717,58376.35469,18.904,0.062,0,r
7,0.0016207,60.8635717,58384.20120,18.868,0.060,0,r
7,0.0016207,60.8635717,58377.41281,18.867,0.060,0,r
7,0.0016207,60.8635717,58373.32096,18.956,0.064,0,r
7,0.0016207,60.8635717,58386.41355,18.954,0.064,0,r
7,0.0016207,60.8635717,58372.36483,19.009,0.066,0,r
7,0.0016207,60.8635717,58380.33022,18.943,0.063,0,r
7,0.0016207,60.8635717,58375.36821,19.866,0.117,0,r
7,0.0016207,60.8635717,58383.40916,18.899,0.062,0,r
7,0.0016207,60.8635717,58379.38140,18.856,0.060,0,r
7,0.0016207,60.8635717,58363.28259,18.931,0.063,0,r
7,0.0016207,60.8635717,58364.34717,18.910,0.062,0,r
7,0.0016207,60.8635717,58362.34017,18.857,0.060,0,r
7,0.0016207,60.8635717,58369.38722,18.848,0.060,0,r
7,0.0016207,60.8635717,58368.34552,19.056,0.069,0,r
7,0.0016207,60.8635717,58370.41530,18.953,0.064,0,r
7,0.0016207,60.8635717,58456.18046,19.379,0.085,0,r
7,0.0016207,60.8635717,58464.26443,19.501,0.092,0,r
7,0.0016332,60.8635824,58474.14022,18.917,0.047,0,r
7,0.0016332,60.8635824,58483.10547,18.892,0.046,0,r
7,0.0016332,60.8635824,58456.18094,19.176,0.057,0,r
7,0.0016332,60.8635824,58511.11800,18.814,0.044,0,r
7,0.0016332,60.8635824,58468.26973,18.944,0.048,0,r
7,0.0016332,60.8635824,58607.48987,18.981,0.049,0,r
7,0.0016332,60.8635824,58464.26493,19.722,0.083,0,r
7,0.0016332,60.8635824,58651.43331,18.793,0.043,0,r
7,0.0016332,60.8635824,58457.17440,18.843,0.045,0,r
7,0.0016332,60.8635824,58475.16159,19.112,0.054,0,r
7,0.0016332,60.8635824,58344.43394,18.930,0.048,0,r
7,0.0016332,60.8635824,58641.47146,18.982,0.049,0,r
7,0.0016332,60.8635824,58377.30522,19.176,0.057,0,r
7,0.0016332,60.8635824,58379.38188,18.896,0.047,0,r
7,0.0016332,60.8635824,58338.34268,18.811,0.044,0,r
7,0.0016332,60.8635824,58313.41116,18.901,0.047,0,r
7,0.0016332,60.8635824,58334.36106,18.926,0.048,0,r
7,0.0016332,60.8635824,58336.34519,18.903,0.047,0,r
7,0.0016332,60.8635824,58323.47704,18.922,0.047,0,r
7,0.0016332,60.8635824,58471.14010,18.949,0.048,0,r
7,0.0016332,60.8635824,58472.11632,19.887,0.094,0,r
7,0.0016332,60.8635824,58654.44892,18.986,0.050,0,r
7,0.0016332,60.8635824,58523.15630,19.015,0.051,0,r
7,0.0016332,60.8635824,58490.15251,18.849,0.045,0,r
7,0.0016332,60.8635824,58638.47137,19.242,0.059,0,r
7,0.0016332,60.8635824,58643.46694,19.077,0.053,0,r
